lands,mana_rocks,land_ramp,immediate_draw,per_turn_draw,on_cast_draw,curve,actual_curve,total_mana_spent,ramp_mana_spent,draw_mana_spent,nonramp_nondraw_mana_spent,high_cmc_mana_spent,cmc_0,cmc_1,cmc_2,cmc_3,cmc_4,cmc_5,cmc_6,cmc_7,cmc_8plus
35,3,16,6,3,0,3.0,2.7846153846153845,62.252,16.584,6.427,39.241,4.386,0,6,19,30,5,3,2,0,0
30,2,6,12,2,0,2.5,2.742857142857143,62.2,5.319,13.541,43.34,6.144,0,10,28,13,11,5,3,0,0
36,0,16,8,1,0,3.5,3.0625,62.187,13.517,6.553,42.117,8.106,0,5,17,24,10,4,3,1,0
29,0,14,4,2,1,3.5,3.1690140845070425,62.109,10.496,4.328,47.285,9.475,0,6,16,26,12,6,4,1,0
29,2,16,8,1,0,3.5,3.056338028169014,62.008,13.358,6.059,42.591,7.322,0,6,18,27,11,5,3,1,0
41,1,6,12,0,1,2.5,2.7457627118644066,61.94,5.147,14.611,42.182,4.92,0,8,24,10,11,4,2,0,0
36,1,4,10,3,0,2.5,2.75,61.935,3.222,12.062,46.651,6.588,0,9,25,13,10,4,3,0,0
29,3,16,8,0,1,2.5,2.6338028169014085,61.9,16.127,7.095,38.678,4.164,0,9,28,21,8,3,2,0,0
33,3,6,12,1,0,3.0,2.9402985074626864,61.847,5.739,11.968,44.14,6.462,0,7,21,20,11,5,2,1,0
35,1,2,14,0,0,3.0,3.1538461538461537,61.84,1.52,14.221,46.099,7.725,0,7,15,20,12,7,3,1,0
33,0,6,4,3,1,3.5,3.1492537313432836,61.751,3.737,5.32,52.694,10.049,0,7,17,19,13,6,4,1,0
35,3,2,8,2,1,3.0,2.9846153846153847,61.623,2.805,8.685,50.133,8.727,0,7,18,22,10,4,3,1,0
33,1,4,10,2,0,3.5,3.1791044776119404,61.616,2.667,9.375,49.574,9.235,0,7,17,17,15,6,4,1,0
32,0,12,8,0,1,3.0,3.0,61.601,9.565,6.866,45.17,8.243,0,6,18,27,9,4,3,1,0
31,2,10,14,0,0,2.5,2.753623188405797,61.585,9.499,14.56,37.526,4.128,0,9,27,15,10,6,2,0,0
31,3,4,10,2,0,3.5,3.1449275362318843,61.41,3.971,9.54,47.899,9.38,0,7,19,17,15,6,4,1,0
39,0,16,10,1,0,2.5,2.7540983606557377,61.399,16.04,10.117,35.242,4.422,0,6,23,19,8,3,2,0,0
32,2,14,8,2,0,3.0,2.8676470588235294,61.38,12.798,7.385,41.197,6.036,0,7,19,28,8,3,2,1,0
35,1,14,0,2,1,3.5,3.1384615384615384,61.316,11.206,2.424,47.686,8.125,0,6,13,26,11,5,3,1,0
31,2,2,10,3,0,3.0,2.971014492753623,61.265,2.173,11.104,47.988,7.836,0,8,18,24,11,4,3,1,0
32,1,18,8,0,0,3.5,3.1176470588235294,61.257,15.167,5.476,40.614,7.301,0,6,16,24,13,5,3,1,0
41,0,2,8,2,1,3.0,3.0338983050847457,61.25,1.252,8.946,51.052,9.397,0,6,16,20,9,4,3,1,0
28,0,8,12,0,1,3.0,3.0416666666666665,61.248,5.588,12.067,43.593,7.954,0,7,19,24,13,5,3,1,0
34,3,2,12,0,1,3.0,3.0757575757575757,61.221,2.685,12.281,46.255,8.223,0,7,17,20,13,5,3,1,0
40,3,10,6,2,1,2.5,2.6,61.189,11.761,7.39,42.038,4.626,0,8,26,15,6,3,2,0,0
33,0,12,6,3,0,3.0,2.9402985074626864,61.169,9.875,5.727,45.567,8.065,0,6,19,28,6,4,3,1,0
33,0,4,12,1,0,3.0,3.029850746268657,61.151,2.458,11.62,47.073,7.717,0,7,19,20,12,5,3,1,0
39,3,12,10,1,0,3.5,3.0163934426229506,61.1,11.953,9.512,39.635,6.223,0,5,18,20,11,4,2,1,0
42,2,16,6,3,0,3.5,2.8793103448275863,61.097,16.897,6.662,37.538,4.608,0,5,16,25,7,3,2,0,0
34,0,12,10,1,0,3.0,2.9393939393939394,61.056,10.028,8.816,42.212,6.313,0,6,18,26,10,3,2,1,0
37,1,8,14,0,0,2.5,2.7936507936507935,60.964,6.974,15.565,38.425,4.308,0,8,25,12,10,6,2,0,0
32,2,8,2,3,1,3.5,3.1470588235294117,60.944,6.342,4.117,50.485,9.372,0,7,16,22,12,6,4,1,0
33,0,4,12,1,0,3.0,3.029850746268657,60.916,2.494,11.619,46.803,7.888,0,7,19,20,12,5,3,1,0
42,3,2,12,2,0,3.0,2.9827586206896552,60.817,3.203,14.138,43.476,6.72,0,6,17,18,10,4,2,1,0
28,3,14,10,0,1,2.5,2.7083333333333335,60.784,13.439,9.443,37.902,6.21,0,9,28,19,10,3,3,0,0
28,2,18,4,3,0,2.5,2.736111111111111,60.723,16.983,4.601,39.139,5.76,0,9,25,24,7,4,3,0,0
41,0,6,10,0,1,3.0,2.9661016949152543,60.643,4.275,10.435,45.933,6.968,0,6,17,19,11,3,2,1,0
31,3,2,8,3,1,2.5,2.6666666666666665,60.601,2.831,10.329,47.441,6.348,0,10,29,14,9,4,3,0,0
33,3,18,2,3,0,3.0,2.925373134328358,60.597,17.526,3.2,39.871,6.065,0,6,16,32,7,3,2,1,0
34,0,12,4,1,1,3.5,3.1363636363636362,60.573,9.295,3.462,47.816,9.375,0,6,16,23,11,5,4,1,0
32,1,8,6,1,1,3.5,3.1029411764705883,60.56,5.755,4.738,50.067,9.452,0,7,19,19,12,6,4,1,0
40,2,2,8,2,1,3.0,2.933333333333333,60.547,2.209,9.089,49.249,6.926,0,7,17,20,9,4,2,1,0
42,0,6,10,1,1,2.5,2.689655172413793,60.478,4.953,12.391,43.134,4.68,0,7,26,10,10,3,2,0,0
33,2,16,6,3,0,2.5,2.611940298507463,60.468,15.858,6.413,38.197,4.17,0,8,27,22,5,3,2,0,0
31,3,6,6,2,1,3.5,3.072463768115942,60.459,5.124,5.593,49.742,9.057,0,7,21,18,12,6,4,1,0
42,3,6,2,3,1,3.5,3.103448275862069,60.45,5.809,4.729,49.912,8.829,0,6,15,18,10,5,3,1,0
36,1,4,10,0,1,3.0,3.03125,60.394,2.645,9.494,48.255,8.302,0,7,17,20,12,4,3,1,0
36,3,8,12,0,0,3.5,3.140625,60.373,7.253,10.508,42.612,7.583,0,6,18,16,14,6,3,1,0
37,0,8,6,2,1,2.5,2.7142857142857144,60.368,6.701,6.545,47.122,6.666,0,8,26,15,7,4,3,0,0
29,0,12,8,2,0,3.0,2.9859154929577465,60.358,9.378,6.885,44.095,7.915,0,6,19,29,9,4,3,1,0
38,0,12,2,2,1,3.0,2.967741935483871,60.246,9.965,3.616,46.665,6.491,0,6,15,27,7,4,2,1,0
39,0,2,10,0,1,3.5,3.2459016393442623,60.204,1.192,9.122,49.89,9.941,0,6,14,16,15,5,4,1,0
33,3,14,2,2,1,2.5,2.716417910447761,60.194,13.915,3.748,42.531,6.162,0,9,24,21,6,4,3,0,0
31,2,16,4,1,1,2.5,2.710144927536232,60.176,15.04,3.599,41.537,6.39,0,9,25,22,6,4,3,0,0
42,3,6,14,0,0,3.0,2.9655172413793105,60.11,6.344,15.765,38.001,4.362,0,6,18,16,10,6,2,0,0
36,3,10,0,3,1,2.5,2.734375,60.041,10.067,3.941,46.033,6.51,0,9,23,18,7,4,3,0,0
33,1,16,10,0,0,3.0,2.9402985074626864,60.03,13.551,8.113,38.366,5.887,0,6,17,29,9,3,2,1,0
28,3,10,10,0,1,3.0,2.986111111111111,59.934,8.694,9.133,42.107,7.668,0,7,20,25,12,4,3,1,0
30,2,14,6,0,1,3.5,3.0285714285714285,59.93,11.405,4.074,44.451,7.475,0,7,18,25,11,5,3,1,0
39,3,14,4,1,1,2.5,2.639344262295082,59.909,15.436,4.389,40.084,4.44,0,8,24,18,6,3,2,0,0
33,0,6,8,2,0,3.5,3.1492537313432836,59.813,3.827,6.894,49.092,9.062,0,6,19,18,13,6,4,1,0
30,0,2,14,1,0,2.5,2.857142857142857,59.778,1.332,14.831,43.615,5.814,0,10,25,13,12,7,3,0,0
28,3,16,6,3,0,2.5,2.625,59.767,15.517,5.944,38.306,6.078,0,9,29,23,5,3,3,0,0
36,1,6,12,0,0,3.5,3.140625,59.762,4.291,10.984,44.487,7.826,0,7,17,15,15,6,3,1,0
42,0,16,12,0,0,2.5,2.7758620689655173,59.706,16.347,12.891,30.468,4.584,0,6,21,18,8,3,2,0,0
35,2,4,6,3,1,2.5,2.646153846153846,59.661,3.673,7.568,48.42,6.498,0,10,27,14,7,4,3,0,0
34,1,14,6,2,0,3.5,3.0454545454545454,59.644,11.288,4.65,43.706,7.713,0,6,17,25,9,5,3,1,0
41,0,2,6,2,1,3.5,3.169491525423729,59.615,1.244,5.879,52.492,10.421,0,6,15,17,11,5,4,1,0
33,2,10,12,0,0,3.0,2.955223880597015,59.585,8.61,10.59,40.385,6.075,0,7,18,24,11,4,2,1,0
31,2,2,8,3,0,3.5,3.130434782608696,59.521,2.037,7.906,49.578,8.731,0,8,17,19,14,6,4,1,0
41,0,6,6,2,1,3.0,2.8983050847457625,59.497,4.366,6.299,48.832,6.918,0,6,19,20,7,4,2,1,0
39,0,4,12,2,0,2.5,2.7049180327868854,59.475,2.818,14.539,42.118,4.224,0,8,26,11,10,4,2,0,0
29,3,2,12,1,1,2.5,2.7464788732394365,59.451,2.746,13.461,43.244,5.814,0,10,29,12,12,5,3,0,0
31,2,2,12,2,0,2.5,2.753623188405797,59.355,2.298,13.166,43.891,5.748,0,10,27,13,11,5,3,0,0
30,2,4,12,1,0,3.0,2.9857142857142858,59.34,3.324,11.624,44.392,7.498,0,8,20,21,12,5,3,1,0
32,3,10,2,2,1,3.5,3.1470588235294117,59.323,8.234,3.185,47.904,9.1,0,7,16,22,12,6,4,1,0
31,1,12,0,3,1,3.0,3.0,59.284,9.345,3.168,46.771,7.78,0,7,15,31,8,4,3,1,0
32,3,8,6,1,1,3.5,3.0588235294117645,59.182,7.022,4.569,47.591,9.264,0,7,20,19,12,5,4,1,0
35,3,6,14,0,0,2.5,2.7384615384615385,59.163,6.033,14.878,38.252,4.116,0,9,27,11,10,6,2,0,0
29,2,8,8,2,0,3.5,3.0985915492957745,59.153,6.285,6.993,45.875,8.462,0,7,20,20,13,6,4,1,0
39,2,6,4,3,1,2.5,2.6721311475409837,59.13,5.754,6.408,46.968,6.828,0,9,25,14,6,4,3,0,0
28,3,2,12,1,1,2.5,2.763888888888889,59.111,2.65,13.072,43.389,6.042,0,11,27,13,13,5,3,0,0
34,0,10,4,3,0,3.5,3.1363636363636362,59.107,7.34,4.2,47.567,9.097,0,6,16,23,11,5,4,1,0
30,3,8,4,3,1,2.5,2.642857142857143,59.096,7.56,6.015,45.521,5.928,0,10,29,17,7,4,3,0,0
33,2,18,0,3,0,3.0,2.985074626865672,59.073,16.058,2.167,40.848,5.775,0,6,15,31,8,4,2,1,0
28,3,16,10,0,0,3.0,2.9027777777777777,58.869,13.983,7.538,37.348,5.518,0,7,19,30,10,3,2,1,0
36,3,12,4,3,0,3.5,3.046875,58.856,11.009,4.398,43.449,8.055,0,6,17,23,9,5,3,1,0
33,2,2,4,3,1,3.5,3.1492537313432836,58.83,2.018,5.189,51.623,8.966,0,8,15,20,13,6,4,1,0
36,3,16,4,2,0,3.5,3.0,58.751,14.632,3.6,40.519,7.68,0,6,17,25,8,4,3,1,0
34,2,12,0,2,1,3.0,3.0303030303030303,58.676,9.903,2.464,46.309,7.581,0,6,15,29,8,4,3,1,0
40,3,10,6,1,1,3.0,2.8333333333333335,58.659,10.102,5.396,43.161,6.647,0,6,20,22,6,3,2,1,0
34,2,4,10,1,0,3.5,3.1363636363636362,58.622,3.252,8.33,47.04,9.206,0,7,18,16,15,5,4,1,0
32,1,8,6,2,1,2.5,2.6470588235294117,58.62,6.653,6.128,45.839,6.3,0,10,28,16,7,4,3,0,0
30,2,2,14,1,0,2.5,2.8142857142857145,58.612,2.154,14.693,41.765,5.52,0,10,27,12,11,7,3,0,0
36,2,10,8,2,0,3.0,2.859375,58.535,9.17,7.505,41.86,6.249,0,7,19,24,8,3,2,1,0
35,3,16,10,0,0,3.0,2.8615384615384616,58.458,15.002,8.179,35.277,3.936,0,6,18,27,9,3,2,0,0
41,2,16,6,2,0,3.5,2.9661016949152543,58.45,15.283,5.174,37.993,6.431,0,5,17,23,7,4,2,1,0
36,2,14,10,1,0,2.5,2.671875,58.444,13.842,9.82,34.782,4.296,0,8,25,18,8,3,2,0,0
38,0,10,6,1,1,2.5,2.6451612903225805,58.44,8.821,5.544,44.075,6.666,0,8,27,15,6,3,3,0,0
29,0,12,0,3,1,3.5,3.211267605633803,58.427,8.334,3.09,47.003,8.802,0,6,14,27,13,6,4,1,0
29,3,2,10,1,1,3.5,3.1549295774647885,58.382,2.565,9.346,46.471,9.123,0,8,18,17,17,6,4,1,0
34,0,2,8,1,1,3.5,3.196969696969697,58.361,1.09,6.739,50.532,8.932,0,7,16,17,15,6,4,1,0
31,2,16,4,2,0,3.5,3.028985507246377,58.357,13.027,3.293,42.037,7.156,0,7,17,26,10,5,3,1,0
38,1,16,4,2,0,3.5,3.032258064516129,58.261,13.836,3.648,40.777,7.894,0,6,15,25,8,4,3,1,0
36,3,16,4,3,0,3.0,2.8125,58.249,15.501,4.526,38.222,4.08,0,6,17,31,5,3,2,0,0
40,1,2,4,2,1,3.5,3.216666666666667,58.248,1.446,4.67,52.132,9.668,0,7,13,17,12,6,4,1,0
39,3,6,8,1,1,2.5,2.5737704918032787,58.096,6.552,8.892,42.652,4.8,0,9,28,11,8,3,2,0,0
31,2,4,14,0,0,2.5,2.8260869565217392,58.082,3.471,14.129,40.482,5.448,0,10,26,12,11,7,3,0,0
32,2,12,2,1,1,3.5,3.161764705882353,57.986,9.266,2.362,46.358,8.448,0,7,15,23,12,6,4,1,0
34,1,10,10,0,0,3.5,3.090909090909091,57.959,7.604,7.891,42.464,7.324,0,7,17,19,14,5,3,1,0
42,3,14,8,2,0,3.5,2.896551724137931,57.827,14.433,8.034,35.36,4.23,0,5,17,22,9,3,2,0,0
31,2,12,6,0,1,3.5,3.072463768115942,57.82,9.519,3.888,44.413,8.785,0,7,18,23,11,5,4,1,0
42,0,6,10,2,0,3.0,2.9482758620689653,57.803,4.422,10.341,43.04,6.563,0,5,18,20,9,3,2,1,0
35,3,14,4,0,1,3.5,3.076923076923077,57.701,12.228,2.952,42.521,7.733,0,6,16,24,10,5,3,1,0
36,0,6,4,1,1,3.5,3.171875,57.574,3.714,3.576,50.284,9.059,0,6,17,18,12,6,4,1,0
40,2,14,10,0,0,3.5,3.05,57.532,12.71,8.369,36.453,5.933,0,5,16,21,11,4,2,1,0
33,1,6,8,0,1,3.0,2.9402985074626864,57.469,4.031,6.708,46.73,7.685,0,8,19,22,10,4,3,1,0
41,0,16,4,2,0,3.5,3.0847457627118646,57.447,13.539,3.57,40.338,8.245,0,5,14,24,8,4,3,1,0
38,3,10,8,2,0,3.0,2.8548387096774195,57.432,9.836,7.634,39.962,6.106,0,6,20,23,7,3,2,1,0
39,2,10,8,0,1,2.5,2.639344262295082,57.346,9.963,7.803,39.58,4.368,0,8,26,14,8,3,2,0,0
34,0,14,0,3,0,3.5,3.212121212121212,57.303,10.166,2.098,45.039,8.744,0,5,13,27,11,5,4,1,0
38,3,10,0,3,1,2.5,2.7419354838709675,57.264,10.099,3.738,43.427,6.048,0,8,23,18,6,4,3,0,0
33,2,18,0,0,1,3.0,3.0597014925373136,57.263,14.979,0.928,41.356,7.488,0,6,14,30,9,4,3,1,0
40,3,14,2,2,1,2.5,2.6666666666666665,57.209,14.965,3.706,38.538,4.356,0,8,22,19,6,3,2,0,0
31,1,8,0,3,1,3.0,3.028985507246377,57.206,5.698,3.334,48.174,6.911,0,7,16,28,9,5,3,1,0
31,2,10,10,0,0,3.5,3.072463768115942,57.13,8.027,7.427,41.676,6.833,0,7,18,21,14,5,3,1,0
34,0,8,8,1,0,3.5,3.1363636363636362,57.129,5.547,5.794,45.788,9.189,0,6,18,19,13,5,4,1,0
34,2,6,8,2,0,3.0,2.9393939393939394,57.125,4.818,7.008,45.299,7.49,0,7,20,22,9,4,3,1,0
36,2,2,4,2,1,3.5,3.15625,57.113,1.939,4.388,50.786,9.031,0,8,15,17,13,6,4,1,0
34,1,12,2,2,1,2.5,2.712121212121212,56.999,10.429,3.418,43.152,5.844,0,10,23,19,7,4,3,0,0
38,1,6,6,3,0,3.5,3.0161290322580645,56.936,4.222,5.551,47.163,7.619,0,7,18,18,10,5,3,1,0
42,3,14,8,2,0,3.0,2.793103448275862,56.934,14.537,8.307,34.09,4.248,0,5,18,25,6,2,2,0,0
39,0,14,4,3,0,3.0,2.918032786885246,56.932,11.873,4.518,40.541,6.024,0,5,16,29,5,3,2,1,0
41,3,4,10,2,0,3.0,2.8983050847457625,56.924,4.349,10.226,42.349,6.072,0,6,19,19,9,3,2,1,0
30,2,12,0,3,1,2.5,2.7142857142857144,56.895,10.602,3.433,42.86,5.562,0,9,26,21,7,4,3,0,0
35,2,12,0,2,1,2.5,2.7384615384615385,56.856,10.92,2.663,43.273,5.724,0,9,23,19,7,4,3,0,0
37,3,2,8,2,0,3.5,3.111111111111111,56.842,2.582,7.027,47.233,9.317,0,7,17,17,12,5,4,1,0
35,1,2,10,1,0,3.5,3.2,56.706,1.466,8.04,47.2,8.696,0,7,16,16,15,6,4,1,0
41,2,12,2,2,1,2.5,2.6440677966101696,56.701,12.377,3.931,40.393,4.416,0,8,23,17,6,3,2,0,0
32,3,14,2,1,1,3.0,2.9558823529411766,56.612,11.952,2.292,42.368,7.564,0,7,17,29,7,4,3,1,0
35,3,16,2,0,1,3.0,2.9076923076923076,56.592,14.179,1.902,40.511,5.919,0,7,15,30,7,3,2,1,0
28,0,4,6,3,1,3.0,2.9444444444444446,56.566,2.236,6.476,47.854,7.389,0,8,20,26,9,5,3,1,0
37,2,6,8,0,1,3.0,2.9523809523809526,56.566,4.758,6.777,45.031,7.737,0,7,19,20,9,4,3,1,0
29,1,4,4,3,1,3.0,2.943661971830986,56.538,2.561,5.317,48.66,6.983,0,9,18,26,9,5,3,1,0
35,3,4,12,1,0,2.5,2.753846153846154,56.527,4.263,11.856,40.408,5.982,0,9,27,11,10,5,3,0,0
34,2,18,0,0,1,2.5,2.8181818181818183,56.507,16.503,1.004,39.0,5.652,0,8,21,22,8,4,3,0,0
28,0,8,10,1,0,3.0,2.9722222222222223,56.433,5.68,8.388,42.365,6.873,0,7,20,26,11,4,3,1,0
38,1,4,14,0,0,2.5,2.7580645161290325,56.386,3.056,14.833,38.497,4.128,0,9,25,10,10,6,2,0,0
34,0,12,2,3,0,3.0,3.015151515151515,56.375,8.944,3.068,44.363,7.534,0,6,15,30,7,4,3,1,0
39,3,4,6,2,1,2.5,2.639344262295082,56.369,4.414,6.648,45.307,6.546,0,9,27,12,6,4,3,0,0
33,0,12,4,0,1,3.5,3.1940298507462686,56.342,8.271,2.734,45.337,8.356,0,6,15,23,12,6,4,1,0
36,2,12,10,0,0,3.0,2.921875,56.321,10.412,8.17,37.739,5.869,0,6,18,25,9,3,2,1,0
42,3,16,2,1,1,2.5,2.6551724137931036,56.318,17.496,2.891,35.931,4.65,0,8,21,19,5,3,2,0,0
34,0,4,2,2,1,3.5,3.1818181818181817,56.286,2.052,3.225,51.009,8.436,0,7,15,20,13,6,4,1,0
32,2,10,8,2,0,2.5,2.7058823529411766,56.279,8.75,7.112,40.417,5.502,0,9,27,17,8,4,3,0,0
28,0,2,8,2,1,3.5,3.2083333333333335,56.197,1.092,7.644,47.461,8.463,0,7,17,20,16,7,4,1,0
30,1,2,8,3,0,3.0,2.9857142857142858,56.128,1.425,7.721,46.982,6.685,0,8,18,25,10,5,3,1,0
34,3,18,4,1,0,3.5,3.0454545454545454,56.122,15.488,2.408,38.226,7.022,0,6,17,24,11,4,3,1,0
39,2,10,4,1,1,3.0,2.8688524590163933,56.045,9.047,3.807,43.191,6.141,0,7,17,24,7,3,2,1,0
39,3,8,0,2,1,3.5,3.1147540983606556,56.042,6.931,2.51,46.601,7.544,0,6,15,20,11,5,3,1,0
35,1,8,4,3,0,3.0,2.953846153846154,56.04,5.928,4.382,45.73,7.262,0,7,17,26,7,4,3,1,0
29,1,4,8,1,1,3.0,2.971830985915493,56.039,2.515,7.202,46.322,6.818,0,8,20,23,11,5,3,1,0
34,3,8,4,3,0,3.0,2.9242424242424243,56.028,7.087,4.363,44.578,7.251,0,7,19,25,7,4,3,1,0
28,2,18,0,1,1,2.5,2.7777777777777777,55.962,15.611,1.502,38.849,5.094,0,9,24,23,9,4,3,0,0
39,0,4,10,2,0,2.5,2.7540983606557377,55.805,2.608,10.324,42.873,6.228,0,8,25,12,9,4,3,0,0
34,0,2,4,2,1,3.5,3.1818181818181817,55.799,1.064,4.175,50.56,8.099,0,7,15,20,13,6,4,1,0
32,1,16,0,1,1,2.5,2.764705882352941,55.782,13.113,1.546,41.123,5.466,0,9,22,23,7,4,3,0,0
28,3,4,12,0,0,3.5,3.1666666666666665,55.723,3.611,9.862,42.25,7.581,0,8,19,16,17,7,4,1,0
36,1,12,4,2,0,3.5,3.046875,55.722,9.265,3.389,43.068,7.038,0,7,16,22,10,5,3,1,0
32,3,18,0,0,1,2.5,2.823529411764706,55.714,16.504,1.016,38.194,5.484,0,8,22,22,9,4,3,0,0
41,1,12,6,0,1,3.0,2.8813559322033897,55.713,10.476,4.438,40.799,6.438,0,6,17,24,6,3,2,1,0
31,0,10,10,0,0,3.0,3.028985507246377,55.65,7.157,7.415,41.078,6.535,0,6,18,26,11,4,3,1,0
28,0,6,8,1,1,3.0,2.986111111111111,55.649,3.546,6.887,45.216,7.012,0,7,21,24,11,5,3,1,0
40,0,2,8,2,0,3.5,3.183333333333333,55.626,1.182,6.825,47.619,9.258,0,6,15,17,12,5,4,1,0
29,2,14,0,2,1,3.0,2.9859154929577465,55.57,11.097,2.153,42.32,6.731,0,7,16,32,8,4,3,1,0
30,3,16,2,2,0,3.5,3.0428571428571427,55.536,12.734,2.146,40.656,6.634,0,7,16,28,10,5,3,1,0
36,1,18,2,3,0,2.5,2.703125,55.521,16.608,3.366,35.547,3.642,0,8,22,22,7,3,2,0,0
33,3,14,2,3,0,3.0,2.8955223880597014,55.484,12.292,3.057,40.135,5.414,0,7,17,30,6,4,2,1,0
40,3,6,2,3,1,2.5,2.683333333333333,55.461,6.032,4.801,44.628,6.192,0,9,24,14,6,4,3,0,0
32,0,6,0,3,1,3.0,3.0294117647058822,55.461,3.531,3.314,48.616,6.897,0,7,16,27,9,5,3,1,0
34,0,18,2,0,1,2.5,2.8181818181818183,55.455,15.366,1.716,38.373,5.448,0,8,21,22,8,4,3,0,0
33,3,10,0,3,0,3.5,3.1641791044776117,55.392,8.192,2.146,45.054,8.203,0,6,16,23,11,6,4,1,0
28,3,4,8,2,1,2.5,2.6527777777777777,55.39,3.937,8.332,43.121,5.754,0,11,30,14,10,4,3,0,0
37,3,18,0,0,1,2.5,2.7301587301587302,55.377,18.149,0.94,36.288,3.834,0,8,21,21,8,3,2,0,0
40,0,12,0,3,0,3.5,3.1666666666666665,55.333,9.032,2.274,44.027,7.124,0,5,13,23,10,5,3,1,0
29,0,18,6,0,0,3.5,3.084507042253521,55.312,13.16,2.712,39.44,6.577,0,6,17,27,12,5,3,1,0
36,3,4,0,3,1,3.0,2.984375,55.267,3.564,3.352,48.351,7.412,0,7,16,25,8,4,3,1,0
41,0,18,0,2,0,3.5,3.1864406779661016,55.215,14.766,1.414,39.035,7.363,0,4,12,25,10,4,3,1,0
30,2,14,2,1,1,3.0,2.942857142857143,55.195,10.902,2.218,42.075,7.055,0,8,17,29,8,4,3,1,0
32,0,6,2,2,1,3.5,3.161764705882353,55.14,3.51,2.978,48.652,8.041,0,7,16,21,13,6,4,1,0
30,3,18,0,0,1,3.0,3.057142857142857,55.138,14.505,0.908,39.725,6.662,0,6,15,31,10,4,3,1,0
39,0,8,6,0,1,3.0,2.9672131147540983,55.122,5.606,4.385,45.131,7.841,0,6,18,22,7,4,3,1,0
42,2,12,2,1,1,3.0,2.913793103448276,55.114,10.846,2.638,41.63,6.088,0,6,15,25,6,3,2,1,0
38,3,8,2,2,1,2.5,2.7096774193548385,55.092,7.947,3.7,43.445,5.934,0,9,24,15,7,4,3,0,0
31,2,4,6,3,0,3.0,2.8840579710144927,55.083,3.22,5.573,46.29,6.882,0,8,20,26,7,4,3,1,0
41,1,2,10,1,0,3.5,3.135593220338983,55.065,1.489,8.485,45.091,7.599,0,7,15,14,14,5,3,1,0
36,0,12,0,1,1,3.0,3.03125,55.036,8.929,1.58,44.527,7.249,0,6,15,27,8,4,3,1,0
40,1,16,2,3,0,3.0,2.8666666666666667,55.024,14.154,3.357,37.513,3.84,0,6,13,31,5,3,2,0,0
28,0,4,8,1,1,3.5,3.1805555555555554,54.942,2.25,6.601,46.091,7.706,0,7,19,18,16,7,4,1,0
38,3,18,0,3,0,2.5,2.7419354838709675,54.912,18.278,2.393,34.241,3.816,0,7,21,22,7,3,2,0,0
28,0,8,10,0,1,2.5,2.75,54.905,5.602,8.8,40.503,5.196,0,10,27,16,12,4,3,0,0
34,1,16,8,0,0,3.0,2.909090909090909,54.851,12.662,5.224,36.965,5.738,0,6,17,30,7,3,2,1,0
38,1,10,2,1,1,3.0,2.9838709677419355,54.821,7.664,2.436,44.721,7.524,0,7,15,25,7,4,3,1,0
36,1,18,2,1,0,3.5,3.140625,54.799,13.836,1.347,39.616,6.926,0,6,13,25,11,5,3,1,0
37,3,12,6,3,0,2.5,2.5873015873015874,54.785,12.29,6.164,36.331,4.278,0,8,27,18,5,3,2,0,0
36,3,4,12,0,0,3.0,2.96875,54.77,3.882,10.217,40.671,5.318,0,7,19,19,11,5,2,1,0
28,2,8,10,1,0,2.5,2.6805555555555554,54.758,6.663,8.713,39.382,5.382,0,10,30,15,10,4,3,0,0
35,0,2,8,3,0,2.5,2.6923076923076925,54.715,1.238,8.39,45.087,5.946,0,9,27,14,8,4,3,0,0
37,2,16,0,0,1,3.0,2.984126984126984,54.632,13.517,0.944,40.171,5.666,0,6,14,29,7,4,2,1,0
28,0,4,8,1,1,3.5,3.1805555555555554,54.629,2.176,6.642,45.811,7.984,0,7,19,18,16,7,4,1,0
32,0,6,8,0,1,2.5,2.7058823529411766,54.571,3.94,6.743,43.888,5.49,0,10,27,14,10,4,3,0,0
32,0,10,6,0,1,2.5,2.676470588235294,54.551,7.803,4.22,42.528,5.832,0,9,28,17,7,4,3,0,0
29,2,6,4,3,1,2.5,2.6338028169014085,54.538,4.776,5.47,44.292,5.502,0,11,29,16,8,4,3,0,0
42,2,2,4,2,1,3.5,3.103448275862069,54.525,2.067,4.46,47.998,7.743,0,7,14,17,11,5,3,1,0
36,0,4,10,0,0,3.5,3.234375,54.504,2.204,7.299,45.001,8.093,0,6,16,16,15,6,4,1,0
40,1,8,6,1,1,2.5,2.55,54.493,7.156,5.503,41.834,4.458,0,9,27,13,6,3,2,0,0
38,0,8,4,3,0,3.0,2.967741935483871,54.472,5.707,4.222,44.543,7.459,0,6,17,25,6,4,3,1,0
29,0,18,6,0,0,3.0,2.9859154929577465,54.459,13.432,2.832,38.195,6.578,0,6,18,31,8,4,3,1,0
38,2,2,8,0,1,3.5,3.1774193548387095,54.315,1.841,6.08,46.394,8.795,0,7,15,16,14,5,4,1,0
35,0,8,4,2,0,3.5,3.1538461538461537,54.3,5.094,3.139,46.067,8.266,0,6,17,20,11,6,4,1,0
39,2,12,6,3,0,2.5,2.6065573770491803,54.3,11.704,6.203,36.393,4.338,0,8,25,18,5,3,2,0,0
31,1,8,4,3,0,3.0,2.9130434782608696,54.296,5.63,4.16,44.506,6.52,0,8,18,28,7,4,3,1,0
