lands,mana_rocks,land_ramp,immediate_draw,per_turn_draw,on_cast_draw,curve,actual_curve,total_mana_spent,ramp_mana_spent,draw_mana_spent,nonramp_nondraw_mana_spent,high_cmc_mana_spent,cmc_0,cmc_1,cmc_2,cmc_3,cmc_4,cmc_5,cmc_6,cmc_7,cmc_8plus
41,3,18,4,1,0,2.5,2.6440677966101696,46.723,16.733,2.586,27.404,3.69,0,7,23,19,6,2,2,0,0
40,1,6,6,2,0,2.5,2.6333333333333333,46.711,4.194,4.537,37.98,5.292,0,9,26,13,5,4,3,0,0
41,0,18,2,1,0,2.5,2.7457627118644066,46.695,14.547,1.497,30.651,3.39,0,7,20,20,7,3,2,0,0
33,2,12,0,1,0,3.0,2.970149253731343,46.626,8.188,0.47,37.968,5.737,0,7,16,29,7,4,3,1,0
31,2,2,0,2,0,3.5,3.260869565217391,46.623,1.7,1.143,43.78,6.732,0,8,13,21,14,7,5,1,0
40,1,16,2,0,0,3.5,3.1333333333333333,46.564,10.989,0.707,34.868,5.726,0,6,12,24,9,5,3,1,0
38,0,6,0,1,1,2.5,2.725806451612903,46.54,3.59,1.468,41.482,4.944,0,9,24,14,8,4,3,0,0
39,1,4,10,0,0,2.5,2.7540983606557377,46.538,2.524,7.474,36.54,5.046,0,9,24,11,10,4,3,0,0
30,0,12,4,0,0,3.0,2.9571428571428573,46.522,7.594,1.761,37.167,5.307,0,7,17,31,7,4,3,1,0
35,2,4,0,2,0,3.0,3.0153846153846153,46.373,2.614,1.185,42.574,5.821,0,7,16,25,8,5,3,1,0
31,1,6,4,1,0,3.0,2.9420289855072466,46.309,3.627,2.209,40.473,5.115,0,8,19,25,8,5,3,1,0
29,2,8,6,1,0,2.5,2.6056338028169015,46.208,5.973,3.344,36.891,4.35,0,11,30,16,7,4,3,0,0
33,0,4,0,2,0,3.0,3.0597014925373136,46.2,2.036,1.226,42.938,6.265,0,7,16,26,8,5,4,1,0
30,0,8,0,0,1,3.0,3.0714285714285716,46.056,4.295,0.852,40.909,6.153,0,7,16,28,9,5,4,1,0
30,1,8,4,0,0,3.5,3.1,46.042,4.74,1.679,39.623,5.912,0,8,17,22,12,6,4,1,0
32,2,4,2,0,1,3.0,2.9705882352941178,46.039,2.634,1.676,41.729,5.125,0,9,16,25,9,5,3,1,0
38,2,10,2,1,0,3.0,2.9516129032258065,45.877,7.292,1.222,37.363,6.196,0,7,16,25,6,4,3,1,0
40,3,8,2,2,0,3.0,2.8833333333333333,45.725,6.349,1.975,37.401,4.781,0,7,17,23,6,4,2,1,0
40,1,4,2,1,1,2.5,2.6666666666666665,45.65,2.604,2.338,40.708,5.16,0,10,24,12,7,4,3,0,0
33,2,2,2,1,1,2.5,2.7313432835820897,45.607,1.809,2.16,41.638,5.466,0,12,24,14,8,5,4,0,0
41,3,2,0,2,1,2.5,2.711864406779661,45.574,2.593,2.272,40.709,5.136,0,9,23,13,7,4,3,0,0
32,3,18,2,0,0,2.5,2.75,45.573,13.938,0.702,30.933,4.668,0,9,23,22,7,4,3,0,0
29,3,4,4,2,0,2.5,2.676056338028169,45.567,3.355,3.002,39.21,5.46,0,12,28,15,7,5,4,0,0
39,1,2,6,1,0,3.0,2.918032786885246,45.532,1.289,3.251,40.992,5.862,0,8,17,21,7,4,3,1,0
29,3,14,0,0,0,3.5,3.1549295774647885,45.499,9.247,0.0,36.252,5.716,0,7,15,26,12,6,4,1,0
29,3,10,0,2,0,2.5,2.704225352112676,45.396,7.742,1.204,36.45,3.786,0,10,27,19,7,5,3,0,0
42,3,2,0,2,0,3.5,3.2413793103448274,45.305,2.151,1.162,41.992,7.474,0,6,13,17,11,6,4,1,0
31,0,12,2,1,0,2.5,2.6956521739130435,45.288,7.765,1.266,36.257,4.308,0,10,25,20,7,4,3,0,0
40,2,2,6,0,1,2.5,2.6666666666666665,45.252,2.083,4.081,39.088,4.866,0,10,24,12,7,4,3,0,0
31,2,14,2,0,0,3.0,2.9420289855072466,45.249,9.346,0.744,35.159,5.192,0,8,16,30,7,4,3,1,0
30,2,12,6,0,0,2.5,2.642857142857143,45.239,8.685,2.743,33.811,4.236,0,10,28,19,6,4,3,0,0
39,0,2,8,1,0,2.5,2.7049180327868854,45.218,1.132,5.776,38.31,4.728,0,9,25,12,8,4,3,0,0
33,3,14,6,0,0,2.5,2.611940298507463,45.095,10.999,2.761,31.335,4.53,0,9,28,19,5,3,3,0,0
42,3,16,2,0,0,3.5,3.0689655172413794,44.887,12.234,0.754,31.899,6.417,0,6,13,23,8,4,3,1,0
42,3,10,6,0,0,3.5,2.9827586206896552,44.763,7.997,2.776,33.99,6.442,0,6,18,18,8,4,3,1,0
41,1,14,2,0,0,3.5,3.135593220338983,44.646,9.159,0.707,34.78,6.127,0,6,12,23,9,5,3,1,0
30,2,14,0,1,0,2.5,2.7142857142857144,44.586,9.988,0.408,34.19,4.2,0,10,24,22,7,4,3,0,0
41,2,6,0,3,0,2.5,2.694915254237288,44.577,4.436,2.127,38.014,4.836,0,9,23,14,6,4,3,0,0
38,3,2,6,2,0,2.5,2.629032258064516,44.549,2.577,4.275,37.697,4.824,0,10,26,13,6,4,3,0,0
42,3,4,4,3,0,2.5,2.586206896551724,44.496,4.055,4.352,36.089,5.196,0,9,26,12,5,3,3,0,0
34,2,14,0,1,0,2.5,2.727272727272727,44.411,10.01,0.488,33.913,4.542,0,9,23,21,6,4,3,0,0
39,2,12,2,0,0,3.5,3.081967213114754,44.283,8.099,0.685,35.499,5.799,0,7,14,21,10,5,3,1,0
39,3,10,2,2,0,2.5,2.622950819672131,44.264,8.476,2.173,33.615,4.704,0,9,25,16,5,3,3,0,0
37,0,6,2,0,1,2.5,2.6984126984126986,44.258,3.379,1.656,39.223,4.428,0,10,24,14,8,4,3,0,0
28,2,2,0,2,0,3.5,3.3194444444444446,44.235,1.663,1.062,41.51,6.449,0,8,14,21,14,8,5,2,0
41,2,18,2,0,0,3.0,2.8983050847457625,44.188,14.055,0.763,29.37,2.976,0,6,13,28,7,3,2,0,0
41,1,4,10,0,0,2.5,2.6779661016949152,44.073,2.521,7.386,34.166,5.154,0,9,25,10,9,3,3,0,0
33,3,14,0,0,0,3.0,2.970149253731343,44.012,9.613,0.0,34.399,5.409,0,7,16,29,7,4,3,1,0
39,1,14,0,0,0,3.5,3.1475409836065573,44.008,8.824,0.0,35.184,5.549,0,6,12,24,10,5,3,1,0
35,0,14,0,0,0,3.0,3.0307692307692307,43.912,8.719,0.0,35.193,5.422,0,6,14,30,7,4,3,1,0
38,3,2,2,0,1,3.0,2.9838709677419355,43.909,2.226,1.54,40.143,5.603,0,8,14,24,8,4,3,1,0
29,1,8,0,1,0,3.0,3.0140845070422535,43.791,4.583,0.406,38.802,5.032,0,8,17,28,8,5,4,1,0
28,2,6,2,2,0,2.5,2.6805555555555554,43.764,4.181,1.981,37.602,4.62,0,12,28,16,7,5,4,0,0
37,0,4,6,0,0,3.0,2.9365079365079363,43.628,1.976,2.743,38.909,6.097,0,7,18,23,7,4,3,1,0
28,1,10,0,0,0,3.5,3.25,43.551,5.747,0.0,37.804,5.728,0,7,14,25,13,7,5,1,0
41,2,4,4,0,1,2.5,2.6610169491525424,43.321,3.036,2.825,37.46,4.908,0,10,24,11,7,4,3,0,0
37,3,18,2,0,0,2.5,2.6825396825396823,43.265,14.442,0.807,28.016,2.994,0,8,23,20,7,3,2,0,0
38,3,6,2,2,0,2.5,2.6451612903225805,43.195,4.801,2.061,36.333,4.59,0,10,25,14,6,4,3,0,0
36,2,12,6,0,0,2.5,2.609375,43.142,8.83,2.95,31.362,4.446,0,9,27,17,5,3,3,0,0
42,1,2,2,1,1,2.5,2.689655172413793,43.133,1.424,2.258,39.451,4.818,0,10,22,12,7,4,3,0,0
29,2,4,6,0,0,3.0,2.9014084507042255,42.94,2.684,2.594,37.662,4.151,0,9,20,25,8,5,3,1,0
41,0,16,2,1,0,2.5,2.6779661016949152,42.924,11.524,1.322,30.078,3.438,0,7,22,20,5,3,2,0,0
30,0,2,6,0,0,3.0,3.0142857142857142,42.842,0.96,2.61,39.272,5.042,0,8,18,25,9,5,4,1,0
32,2,6,4,1,0,2.5,2.6029411764705883,42.814,4.283,2.284,36.247,3.966,0,11,29,14,7,4,3,0,0
28,1,8,0,0,1,2.5,2.7777777777777777,42.802,4.873,0.872,37.057,4.506,0,11,25,18,9,5,4,0,0
37,2,10,2,0,0,3.0,2.984126984126984,42.736,6.518,0.697,35.521,5.245,0,7,15,26,7,4,3,1,0
32,0,2,2,0,1,2.5,2.7794117647058822,42.633,1.022,1.629,39.982,4.902,0,11,24,15,9,5,4,0,0
41,2,2,4,0,1,2.5,2.6779661016949152,42.578,1.856,2.778,37.944,4.62,0,10,23,12,7,4,3,0,0
28,1,10,2,0,0,3.0,2.9583333333333335,42.484,5.789,0.707,35.988,4.061,0,9,16,30,8,5,3,1,0
30,2,8,2,1,0,2.5,2.6714285714285713,42.478,5.126,1.242,36.11,3.78,0,11,27,17,7,5,3,0,0
33,0,2,0,1,0,3.0,3.1044776119402986,42.441,0.902,0.428,41.111,5.362,0,7,14,27,9,5,4,1,0
33,3,2,6,1,0,2.5,2.5970149253731343,42.252,2.249,3.15,36.853,4.032,0,11,29,13,7,4,3,0,0
34,1,10,0,0,0,3.0,3.0303030303030303,42.121,5.948,0.0,36.173,4.952,0,7,15,27,8,5,3,1,0
38,0,16,2,0,0,2.5,2.7096774193548385,42.066,10.931,0.731,30.404,4.614,0,8,22,21,5,3,3,0,0
28,3,2,6,0,0,3.0,2.9444444444444446,41.959,2.072,2.604,37.283,4.481,0,9,20,25,8,5,4,1,0
41,0,4,8,0,0,2.5,2.711864406779661,41.943,2.078,5.0,34.865,4.626,0,9,24,11,8,4,3,0,0
34,3,4,0,0,1,2.5,2.757575757575758,41.837,3.148,0.832,37.857,5.292,0,11,24,14,8,5,4,0,0
39,3,4,6,1,0,2.5,2.6065573770491803,41.77,3.413,3.314,35.043,4.74,0,10,27,11,6,4,3,0,0
40,3,6,2,0,0,3.5,3.1333333333333333,41.679,3.987,0.681,37.011,6.662,0,7,15,17,11,5,4,1,0
40,3,14,2,1,0,2.5,2.6166666666666667,41.581,10.973,1.307,29.301,3.228,0,8,24,18,5,3,2,0,0
36,3,16,0,0,0,2.5,2.75,41.307,11.15,0.0,30.157,4.392,0,8,22,22,5,4,3,0,0
35,1,8,0,0,0,3.0,3.0307692307692307,41.294,4.715,0.0,36.579,4.763,0,7,15,26,8,5,3,1,0
31,1,14,0,0,0,2.5,2.7246376811594204,41.257,9.003,0.0,32.254,3.756,0,10,23,22,7,4,3,0,0
38,3,8,2,0,0,3.0,2.967741935483871,41.252,5.452,0.658,35.142,5.505,0,7,16,24,7,4,3,1,0
39,1,10,4,0,0,2.5,2.7049180327868854,40.815,6.499,1.745,32.571,4.632,0,9,23,16,6,4,3,0,0
37,3,8,2,0,0,3.0,2.9206349206349205,40.671,5.57,0.694,34.407,5.186,0,8,17,23,7,4,3,1,0
28,1,14,0,0,0,2.5,2.75,40.65,8.556,0.0,32.094,3.372,0,10,24,23,7,5,3,0,0
28,1,6,2,0,0,3.0,3.0,40.646,3.151,0.656,36.839,4.221,0,9,17,27,9,5,4,1,0
42,3,6,6,0,0,3.0,2.810344827586207,40.57,4.386,2.721,33.463,4.88,0,7,19,20,6,3,2,1,0
36,3,8,0,0,0,3.0,2.96875,40.447,5.375,0.0,35.072,4.944,0,7,16,26,7,4,3,1,0
42,2,14,6,0,0,2.5,2.586206896551724,40.411,10.682,2.919,26.81,3.24,0,8,24,17,4,3,2,0,0
40,1,10,0,1,0,2.5,2.716666666666667,40.368,6.386,0.456,33.526,4.674,0,9,22,16,6,4,3,0,0
30,0,2,6,0,0,2.5,2.7285714285714286,40.301,0.936,2.501,36.864,4.362,0,11,27,15,8,5,4,0,0
42,3,18,0,0,0,2.5,2.7241379310344827,40.015,14.046,0.0,25.969,2.928,0,7,20,20,6,3,2,0,0
38,0,8,0,1,0,2.5,2.725806451612903,39.983,4.604,0.406,34.973,4.158,0,9,23,16,7,4,3,0,0
36,1,8,4,0,0,2.5,2.640625,39.914,4.918,1.708,33.288,4.044,0,10,26,15,6,4,3,0,0
41,3,2,6,1,0,2.5,2.6271186440677967,39.908,2.383,3.328,34.197,4.572,0,10,25,11,6,4,3,0,0
40,1,2,4,0,0,3.0,2.966666666666667,39.826,1.181,1.669,36.976,5.406,0,8,14,23,7,4,3,1,0
28,3,2,6,0,0,2.5,2.6944444444444446,39.618,2.103,2.644,34.871,3.894,0,12,28,15,8,5,4,0,0
41,3,2,0,1,0,3.0,3.0,39.592,2.055,0.41,37.127,5.585,0,7,14,23,7,4,3,1,0
40,1,10,6,0,0,2.5,2.55,39.59,6.78,2.933,29.877,3.102,0,9,26,15,5,3,2,0,0
37,2,2,2,0,0,3.0,3.015873015873016,39.471,1.577,0.693,37.201,4.487,0,8,14,24,8,5,3,1,0
28,3,2,6,0,0,2.5,2.6944444444444446,39.174,2.118,2.484,34.572,3.408,0,12,28,15,8,5,4,0,0
37,1,10,2,0,0,2.5,2.6825396825396823,38.791,5.954,0.65,32.187,4.014,0,10,23,17,6,4,3,0,0
33,2,8,2,0,0,2.5,2.6417910447761193,38.313,5.079,0.651,32.583,3.678,0,11,26,16,7,4,3,0,0
42,1,4,4,1,0,2.5,2.6379310344827585,38.295,2.259,2.171,33.865,4.44,0,10,24,11,6,4,3,0,0
38,1,2,0,1,0,2.5,2.774193548387097,38.199,1.15,0.426,36.623,5.124,0,11,21,14,7,5,4,0,0
30,2,2,0,0,0,3.0,3.057142857142857,38.059,1.539,0.0,36.52,3.858,0,9,15,26,9,6,4,1,0
40,0,12,0,0,0,2.5,2.7666666666666666,38.035,7.219,0.0,30.816,3.948,0,8,21,18,6,4,3,0,0
39,3,4,0,1,0,2.5,2.6721311475409837,37.889,3.062,0.488,34.339,4.2,0,10,24,13,7,4,3,0,0
30,0,4,2,0,0,2.5,2.7142857142857144,37.797,1.806,0.686,35.305,3.924,0,12,26,15,8,5,4,0,0
38,0,2,4,0,0,2.5,2.7096774193548385,37.166,0.92,1.511,34.735,3.798,0,10,24,13,7,5,3,0,0
41,0,4,0,1,0,2.5,2.711864406779661,36.677,1.878,0.408,34.391,4.2,0,9,23,13,7,4,3,0,0
28,3,4,0,0,0,2.5,2.7083333333333335,35.907,2.796,0.0,33.111,3.3,0,12,27,16,8,5,4,0,0
40,2,6,2,0,0,2.5,2.65,35.801,3.778,0.649,31.374,4.158,0,10,24,13,6,4,3,0,0
40,2,6,2,0,0,2.5,2.65,35.368,3.642,0.712,31.014,3.876,0,10,24,13,6,4,3,0,0
